pair,timeframe,bar_time,pattern,direction,score,entry,sl,tp,risk,rr,outcome,bars_held,pnl_r
GBPUSD=X,1h,2026-09-03T22:42:14.246841+00:00,tweezer,1,70.4,1.27756,1.2758,1.28021,0.00176,1.5,win,16,1.5
GBPUSD=X,1h,2026-09-04T01:42:14.246841+00:00,tweezer,-1,-86.4,1.2781,1.27972,1.27567,0.00162,1.5,loss,10,-1.0
GBPUSD=X,1h,2026-09-04T02:42:14.246841+00:00,tweezer,1,69.6,1.27825,1.27664,1.28068,0.00162,1.5,win,12,1.5
GBPUSD=X,1h,2026-09-04T04:42:14.246841+00:00,engulfing,-1,-100.0,1.27739,1.279,1.27497,0.00161,1.5,loss,6,-1.0
GBPUSD=X,1h,2026-09-04T07:42:14.246841+00:00,tweezer,-1,-100.0,1.27733,1.27891,1.27496,0.00158,1.5,loss,3,-1.0
GBPUSD=X,1h,2026-09-04T08:42:14.246841+00:00,tweezer,1,100.0,1.27736,1.27689,1.27807,0.00047,1.5,win,1,1.5
GBPUSD=X,1h,2026-09-04T11:42:14.246841+00:00,three_soldiers_crows,1,94.0,1.27957,1.27818,1.28167,0.00139,1.5,win,4,1.5
GBPUSD=X,1h,2026-09-04T16:42:14.246841+00:00,three_soldiers_crows,1,91.8,1.28412,1.28234,1.28679,0.00178,1.5,loss,11,-1.0
GBPUSD=X,1h,2026-09-04T17:42:14.246841+00:00,three_soldiers_crows,1,100.0,1.28608,1.2841,1.28906,0.00198,1.5,loss,5,-1.0
GBPUSD=X,1h,2026-09-05T00:42:14.246841+00:00,doji,1,57.6,1.28367,1.28161,1.28677,0.00206,1.5,win,9,1.5
GBPUSD=X,1h,2026-09-05T04:42:14.246841+00:00,tweezer,1,100.0,1.28285,1.28209,1.28397,0.00075,1.5,win,1,1.5
GBPUSD=X,1h,2026-09-05T09:42:14.246841+00:00,three_soldiers_crows,1,100.0,1.28767,1.28588,1.29035,0.00179,1.5,loss,1,-1.0
GBPUSD=X,1h,2026-09-05T11:42:14.246841+00:00,tweezer,1,76.9,1.28579,1.28395,1.28854,0.00184,1.5,win,10,1.5
GBPUSD=X,1h,2026-09-05T13:42:14.246841+00:00,engulfing,-1,-46.7,1.28517,1.28672,1.28285,0.00155,1.5,loss,4,-1.0
GBPUSD=X,1h,2026-09-05T14:42:14.246841+00:00,tweezer,1,86.3,1.28568,1.28444,1.28754,0.00124,1.5,win,3,1.5
GBPUSD=X,1h,2026-09-05T15:42:14.246841+00:00,hammer,1,46.5,1.2858,1.28444,1.28785,0.00137,1.5,win,5,1.5
GBPUSD=X,1h,2026-09-05T19:42:14.246841+00:00,engulfing,1,77.4,1.28717,1.28444,1.29127,0.00273,1.5,pending,0,0.0
GBPUSD=X,1h,2026-09-05T23:42:14.246841+00:00,tweezer,1,81.4,1.28655,1.28443,1.28972,0.00211,1.5,pending,0,0.0
GBPUSD=X,1h,2026-09-06T00:42:14.246841+00:00,engulfing,-1,-41.7,1.28529,1.28812,1.28103,0.00284,1.5,loss,9,-1.0
GBPUSD=X,1h,2026-09-06T01:42:14.246841+00:00,tweezer,1,100.0,1.28554,1.28444,1.2872,0.00111,1.5,win,7,1.5
GBPUSD=X,1h,2026-09-06T03:42:14.246841+00:00,tweezer,1,100.0,1.28549,1.28444,1.28708,0.00106,1.5,win,5,1.5
GBPUSD=X,1h,2026-09-06T05:42:14.246841+00:00,tweezer,-1,-43.4,1.28601,1.28813,1.28284,0.00211,1.5,loss,4,-1.0
GBPUSD=X,1h,2026-09-06T06:42:14.246841+00:00,tweezer,1,91.0,1.2865,1.28444,1.28959,0.00206,1.5,pending,0,0.0
GBPUSD=X,1h,2026-09-06T13:42:14.246841+00:00,engulfing,1,100.0,1.2871,1.28588,1.28892,0.00122,1.5,loss,7,-1.0
GBPUSD=X,1h,2026-09-06T15:42:14.246841+00:00,engulfing,1,96.4,1.28771,1.28588,1.29045,0.00183,1.5,loss,5,-1.0
GBPUSD=X,1h,2026-09-06T17:42:14.246841+00:00,engulfing,-1,-44.0,1.28732,1.2889,1.28496,0.00157,1.5,pending,0,0.0
GBPUSD=X,1h,2026-09-06T22:42:14.246841+00:00,tweezer,1,99.8,1.2859,1.28503,1.2872,0.00086,1.5,win,3,1.5
GBPUSD=X,1h,2026-09-07T00:42:14.246841+00:00,engulfing,1,100.0,1.28666,1.28589,1.28781,0.00077,1.5,win,2,1.5
GBPUSD=X,1h,2026-09-07T04:42:14.246841+00:00,tweezer,1,56.9,1.28613,1.28463,1.28838,0.0015,1.5,win,9,1.5
GBPUSD=X,1h,2026-09-07T07:42:14.246841+00:00,tweezer,1,100.0,1.28541,1.28403,1.28747,0.00137,1.5,win,5,1.5
GBPUSD=X,1h,2026-09-07T11:42:14.246841+00:00,three_soldiers_crows,1,71.5,1.28689,1.28505,1.28964,0.00184,1.5,pending,0,0.0
GBPUSD=X,1h,2026-09-07T12:42:14.246841+00:00,three_soldiers_crows,1,76.0,1.28836,1.28689,1.29056,0.00147,1.5,pending,0,0.0
