pair,timeframe,bar_time,pattern,direction,score,entry,sl,tp,risk,rr,outcome,bars_held,pnl_r
^DJI,1h,2026-09-06T05:42:27.510254+00:00,tweezer,-1,-41.6,39366.26,39400.34,39315.13,34.09,1.5,loss,3,-1.0
^DJI,1h,2026-09-06T07:42:27.510254+00:00,marubozu,1,91.1,39400.25,39362.53,39456.82,37.72,1.5,win,13,1.5
^DJI,1h,2026-09-06T08:42:27.510254+00:00,marubozu,1,67.2,39433.26,39392.04,39495.09,41.22,1.5,win,18,1.5
^DJI,1h,2026-09-06T10:42:27.510254+00:00,engulfing,1,84.1,39435.67,39397.44,39493.03,38.24,1.5,win,16,1.5
^DJI,1h,2026-09-06T14:42:27.510254+00:00,tweezer,1,92.6,39417.91,39386.93,39464.37,30.98,1.5,win,6,1.5
^DJI,1h,2026-09-06T15:42:27.510254+00:00,marubozu,1,100.0,39448.39,39401.86,39518.18,46.53,1.5,win,12,1.5
^DJI,1h,2026-09-06T16:42:27.510254+00:00,tweezer,-1,-49.0,39406.4,39437.97,39359.06,31.56,1.5,loss,4,-1.0
^DJI,1h,2026-09-06T17:42:27.510254+00:00,tweezer,1,100.0,39410.03,39378.69,39457.04,31.34,1.5,win,3,1.5
^DJI,1h,2026-09-06T22:42:27.510254+00:00,engulfing,1,100.0,39489.25,39466.2,39523.83,23.05,1.5,loss,2,-1.0
^DJI,1h,2026-09-06T23:42:27.510254+00:00,tweezer,-1,-44.1,39468.76,39490.93,39435.5,22.18,1.5,loss,3,-1.0
^DJI,1h,2026-09-07T01:42:27.510254+00:00,engulfing,1,92.8,39485.7,39457.95,39527.33,27.75,1.5,win,6,1.5
^DJI,1h,2026-09-07T02:42:27.510254+00:00,marubozu,1,80.5,39513.76,39483.74,39558.79,30.02,1.5,win,5,1.5
^DJI,1h,2026-09-07T05:42:27.510254+00:00,tweezer,1,75.0,39519.08,39494.16,39556.47,24.92,1.5,win,2,1.5
^DJI,1h,2026-09-07T08:42:27.510254+00:00,marubozu,1,98.6,39586.23,39558.68,39627.54,27.54,1.5,loss,5,-1.0
^DJI,1h,2026-09-07T10:42:27.510254+00:00,tweezer,1,81.4,39570.45,39547.26,39605.24,23.19,1.5,pending,0,0.0
^DJI,1h,2026-09-07T12:42:27.510254+00:00,tweezer,1,82.2,39568.89,39548.21,39599.92,20.68,1.5,pending,0,0.0
^DJI,1h,2026-09-07T13:42:27.510254+00:00,engulfing,-1,-41.6,39551.81,39572.13,39521.33,20.32,1.5,pending,0,0.0
