pair,timeframe,bar_time,pattern,direction,score,entry,sl,tp,risk,rr,outcome,bars_held,pnl_r
USDJPY=X,1h,2026-09-04T14:42:17.687534+00:00,tweezer,1,45.8,148.76,148.546,149.081,0.214,1.5,win,5,1.5
USDJPY=X,1h,2026-09-04T21:42:17.687534+00:00,marubozu,-1,-100.0,149.038,149.168,148.842,0.13,1.5,loss,1,-1.0
USDJPY=X,1h,2026-09-04T23:42:17.687534+00:00,tweezer,-1,-100.0,149.186,149.327,148.973,0.142,1.5,loss,3,-1.0
USDJPY=X,1h,2026-09-05T00:42:17.687534+00:00,engulfing,1,80.3,149.305,149.154,149.531,0.151,1.5,loss,10,-1.0
USDJPY=X,1h,2026-09-05T03:42:17.687534+00:00,tweezer,-1,-65.0,149.312,149.424,149.145,0.112,1.5,win,7,1.5
USDJPY=X,1h,2026-09-05T04:42:17.687534+00:00,tweezer,1,65.0,149.314,149.209,149.47,0.104,1.5,loss,6,-1.0
USDJPY=X,1h,2026-09-05T06:42:17.687534+00:00,tweezer,-1,-80.2,149.303,149.42,149.128,0.117,1.5,win,4,1.5
USDJPY=X,1h,2026-09-05T09:42:17.687534+00:00,marubozu,-1,-100.0,149.274,149.402,149.082,0.128,1.5,win,1,1.5
USDJPY=X,1h,2026-09-05T12:42:17.687534+00:00,marubozu,-1,-69.5,148.981,149.075,148.841,0.094,1.5,loss,3,-1.0
USDJPY=X,1h,2026-09-05T16:42:17.687534+00:00,three_soldiers_crows,1,64.1,149.278,149.171,149.438,0.107,1.5,loss,1,-1.0
USDJPY=X,1h,2026-09-05T17:42:17.687534+00:00,tweezer,-1,-100.0,149.15,149.269,148.972,0.119,1.5,loss,2,-1.0
USDJPY=X,1h,2026-09-05T18:42:17.687534+00:00,tweezer,1,91.7,149.236,149.108,149.427,0.128,1.5,win,6,1.5
USDJPY=X,1h,2026-09-05T19:42:17.687534+00:00,marubozu,1,43.8,149.34,149.209,149.537,0.131,1.5,win,16,1.5
USDJPY=X,1h,2026-09-05T22:42:17.687534+00:00,tweezer,-1,-100.0,149.365,149.403,149.309,0.038,1.5,loss,1,-1.0
USDJPY=X,1h,2026-09-05T23:42:17.687534+00:00,tweezer,1,73.1,149.413,149.299,149.584,0.114,1.5,loss,7,-1.0
USDJPY=X,1h,2026-09-06T01:42:17.687534+00:00,tweezer,-1,-47.2,149.428,149.526,149.281,0.098,1.5,win,5,1.5
USDJPY=X,1h,2026-09-06T03:42:17.687534+00:00,engulfing,1,92.6,149.505,149.402,149.659,0.103,1.5,loss,3,-1.0
USDJPY=X,1h,2026-09-06T05:42:17.687534+00:00,engulfing,-1,-45.9,149.447,149.539,149.309,0.092,1.5,win,1,1.5
USDJPY=X,1h,2026-09-06T08:42:17.687534+00:00,tweezer,-1,-46.8,149.305,149.414,149.14,0.11,1.5,loss,1,-1.0
USDJPY=X,1h,2026-09-06T09:42:17.687534+00:00,marubozu,1,100.0,149.44,149.261,149.71,0.18,1.5,win,4,1.5
USDJPY=X,1h,2026-09-06T11:42:17.687534+00:00,marubozu,1,100.0,149.615,149.49,149.803,0.125,1.5,win,13,1.5
USDJPY=X,1h,2026-09-06T13:42:17.687534+00:00,marubozu,1,55.4,149.733,149.604,149.926,0.129,1.5,loss,2,-1.0
USDJPY=X,1h,2026-09-06T16:42:17.687534+00:00,tweezer,1,100.0,149.76,149.605,149.992,0.155,1.5,loss,18,-1.0
USDJPY=X,1h,2026-09-06T18:42:17.687534+00:00,engulfing,-1,-43.9,149.697,149.786,149.563,0.089,1.5,loss,6,-1.0
USDJPY=X,1h,2026-09-06T21:42:17.687534+00:00,marubozu,1,100.0,149.766,149.611,149.999,0.155,1.5,loss,13,-1.0
USDJPY=X,1h,2026-09-06T22:42:17.687534+00:00,tweezer,-1,-46.0,149.731,149.784,149.652,0.053,1.5,loss,2,-1.0
USDJPY=X,1h,2026-09-06T23:42:17.687534+00:00,tweezer,1,100.0,149.737,149.612,149.923,0.124,1.5,win,1,1.5
USDJPY=X,1h,2026-09-07T01:42:17.687534+00:00,tweezer,-1,-42.5,149.875,149.992,149.7,0.117,1.5,win,9,1.5
USDJPY=X,1h,2026-09-07T03:42:17.687534+00:00,tweezer,1,97.2,149.815,149.696,149.995,0.119,1.5,loss,7,-1.0
USDJPY=X,1h,2026-09-07T04:42:17.687534+00:00,tweezer,-1,-49.0,149.768,149.887,149.591,0.119,1.5,win,6,1.5
USDJPY=X,1h,2026-09-07T06:42:17.687534+00:00,tweezer,1,95.0,149.802,149.706,149.946,0.096,1.5,loss,3,-1.0
USDJPY=X,1h,2026-09-07T07:42:17.687534+00:00,tweezer,-1,-45.0,149.715,149.783,149.614,0.068,1.5,win,3,1.5
USDJPY=X,1h,2026-09-07T08:42:17.687534+00:00,tweezer,1,100.0,149.721,149.613,149.883,0.108,1.5,loss,2,-1.0
USDJPY=X,1h,2026-09-07T10:42:17.687534+00:00,marubozu,-1,-47.4,149.562,149.666,149.404,0.105,1.5,pending,0,0.0
USDJPY=X,1h,2026-09-07T11:42:17.687534+00:00,tweezer,1,100.0,149.636,149.539,149.781,0.097,1.5,loss,2,-1.0
USDJPY=X,1h,2026-09-07T13:42:17.687534+00:00,engulfing,-1,-49.6,149.522,149.63,149.361,0.108,1.5,pending,0,0.0
